hash,msg,parents,is_merge,files
fafe3b1e3f8b04d545d7e35298f9eefc237dcee9,Support txt2img in live mode,['ef9db46dba600cec201531114acb74cd5dc42615'],False,"['model.py', 'widget.py', 'workflow.py']"
0c8c6dddaa248d887e43c0cfb3152d9b3758fa00,Support control layers in live mode,['fafe3b1e3f8b04d545d7e35298f9eefc237dcee9'],False,"['actions.py', 'model.py', 'widget.py']"
a1b633d71ed1426312cb70bfe9b09f92124659ff,"More selective updates for combo box
avoid that it refreshes while popup is open",['0c8c6dddaa248d887e43c0cfb3152d9b3758fa00'],False,"['widget.py', 'workflow.py']"
689ae8a570055977f8257e91f19f76fa9ee1f91f,"Fix welcome messages, initial style",['a1b633d71ed1426312cb70bfe9b09f92124659ff'],False,"['server.py', 'model.py', 'widget.py']"
355793e81876dc27b635a8fb5e38acda42444f9c,Merge branch 'lcm',"['db5a99bb5ba434c2c62ea38d873c7c36c1734410', '689ae8a570055977f8257e91f19f76fa9ee1f91f']",True,[]
1ab14293674175df21aeb2d5fb2ad2aedff960e0,Fix typo in extra_model_paths for docker,['355793e81876dc27b635a8fb5e38acda42444f9c'],False,['extra_model_paths.yaml']
fa38c7ab460f32811e0084dd895c934ed1adf71c,Match ComfyUI manager naming scheme for LCM lora #57,['1ab14293674175df21aeb2d5fb2ad2aedff960e0'],False,['client.py']
f6d0dfce1b4526f4f2cb3ac9b1e7ec6f0da19c5f,Detect safetensors version of clip vision model (fix #54),['fa38c7ab460f32811e0084dd895c934ed1adf71c'],False,"['client.py', 'comfy-requirements.md']"
00ac67e2c4b0c3f9d911619b67319ca535d3e23c,Fix preview toggle & apply #52,['f6d0dfce1b4526f4f2cb3ac9b1e7ec6f0da19c5f'],False,['document.py']
8d0102a5bf70385d0f3f08d061c1bbcd82360da5,"Fix issue with text disappearing in 1-line widget #59
can't seem to disable scroll in text edit, so replacing with line edit",['00ac67e2c4b0c3f9d911619b67319ca535d3e23c'],False,['widget.py']
e35eb60bff15bb9961e74a633c1a1517a722ac9c,"Improve model detection #61 #57 #50
* Be more strict about LCM lora names to avoid similarly named loras
* Match complete substring (still allows custom folders)
* Log which models are found and which are missing
* Log available models and search paths if a required model isn't found
* Prioritize models that are in a ""krita"" subfolder",['8d0102a5bf70385d0f3f08d061c1bbcd82360da5'],False,"['client.py', 'resources.py', 'comfy-requirements.md']"
1600c9f8d6bfe67e1653e78fd6768c92c8698514,Set version to 1.7.1,['e35eb60bff15bb9961e74a633c1a1517a722ac9c'],False,['__init__.py']
eb608e5e0d0a5ed02b77a5cfb5cbead72808de10,Fix plugin version / server version mixup #65,['1600c9f8d6bfe67e1653e78fd6768c92c8698514'],False,['server.py']
904655f581c720b09b58c4895b4d9f27dc4b7fd8,Remove unused import and update server test,['eb608e5e0d0a5ed02b77a5cfb5cbead72808de10'],False,"['server.py', 'test_server.py']"
5d38bb2e34773f55894374560da26b0270638112,Add direct link to runpod template in guide #66,['904655f581c720b09b58c4895b4d9f27dc4b7fd8'],False,['cloud-gpu.md']
7a84bcdde277a75576c3b31ee780e2470678767c,"Prioritize python3 over python executable
- python may still refer to python 2",['5d38bb2e34773f55894374560da26b0270638112'],False,['server.py']
7667227035722b676139d8bdda5f557ce646b3e8,Add link to log files also for external connection,['7a84bcdde277a75576c3b31ee780e2470678767c'],False,['settings.py']
b609b1c0b17e9b87c9ffc61ef645bf14a87deadb,Add version number at bottom of settings dialog #63,['7667227035722b676139d8bdda5f557ce646b3e8'],False,['settings.py']
c4b4c8fa4925cd40b18e1913caa46b3fbd126026,"Readme tweaks (indicate Mac and ROCm are possible #76, add open document step to avoid confusion about greyed out docker)",['b609b1c0b17e9b87c9ffc61ef645bf14a87deadb'],False,['README.md']
35573c04bec21d2bc6bf70a070fdcc45acc661b6,Fix issue with long paths on windows #87,['c4b4c8fa4925cd40b18e1913caa46b3fbd126026'],False,"['server.py', 'util.py']"
4e40e627c080335f795482c921a47e5ce58275ce,Run external server test with auto-installed test server,['35573c04bec21d2bc6bf70a070fdcc45acc661b6'],False,['test_server.py']
e745c70fc8e3df1dd1b4a8ac129684c55bbfc19f,Fix not being able to install missing nodes,['4e40e627c080335f795482c921a47e5ce58275ce'],False,['server.py']
1da1563e3263bddc5ac661559dec4fb2a65d9223,"Make install detection and actual install consistent #80
- Report an error directly when trying to install something but the target folder is already there and not empty (previously would ignore and move on)",['e745c70fc8e3df1dd1b4a8ac129684c55bbfc19f'],False,"['resources.py', 'server.py']"
e9006c5551e688e6202ebc111a2a6510fd663675,Readme: add live mode to features,['1da1563e3263bddc5ac661559dec4fb2a65d9223'],False,['README.md']
821b4325352f275341e28ac8be4caaa484aa5a55,Tests,['e9006c5551e688e6202ebc111a2a6510fd663675'],False,"['server.py', 'test_server.py']"
09d89cdbd4060de9534763ff40e01c71ae41ebc9,Support Apple GPU (MPS),['821b4325352f275341e28ac8be4caaa484aa5a55'],False,"['server.py', 'settings.py']"
bf0233eb574223a1847cd6f2f662809f1f6a06eb,Add error message and troubleshooting section for common issue,['821b4325352f275341e28ac8be4caaa484aa5a55'],False,"['README.md', '__init__.py']"
4bcc83573c20be29654310851dfb2f9bef9d16a6,add choice controlnet QR Code Monster,['bf0233eb574223a1847cd6f2f662809f1f6a06eb'],False,['resources.py']
975fbfb9712c7e09e75f4fc55e73058023637c15,icon for controlnet qr code monster,['4bcc83573c20be29654310851dfb2f9bef9d16a6'],False,"['control-qrcodemonster-dark.svg', 'control-qrcodemonster-light.svg']"
3eca12a877cedfcc6c30a05f3f2a1c36642060f7,rename 'qrcodemonster' to 'stencil',['975fbfb9712c7e09e75f4fc55e73058023637c15'],False,"['control-stencil-dark.svg', 'control-stencil-light.svg', 'resources.py']"
bd6e4f1099079b76fff8227e54f3ca84538e8a86,remove preprocessor button,['3eca12a877cedfcc6c30a05f3f2a1c36642060f7'],False,['widget.py']
5fa9c43cada5108e9f9c46863f26acc9604fe705,Add controlnet end step support via ControlNetApplyAdvanced node,['bf0233eb574223a1847cd6f2f662809f1f6a06eb'],False,"['comfyworkflow.py', 'model.py', 'workflow.py']"
45be07c1ded23bbcd8ef73dd158ec5ff134ecced,Controlnet layer end step widget,['5fa9c43cada5108e9f9c46863f26acc9604fe705'],False,['widget.py']
4665e55191cef73cf4343b95dd5c026f422ad7c3,Allow sketch SDXL controlnet for lineart and scribble modes,['45be07c1ded23bbcd8ef73dd158ec5ff134ecced'],False,['resources.py']
253e8473ea47369c74857e2773b4de83bf4d0e7a,Replace preprocessor FakeScribble by PiDiNet + Scribble,['4665e55191cef73cf4343b95dd5c026f422ad7c3'],False,['workflow.py']
7a4e209f267f2c43ce7c61e7e120302150dbdef8,"Hide CUDA and DirectML on Mac
Hide MPS on non-Mac
Specifically install non-cuda torch when MPS is selected
Default backend changed to cpu (available on all platform)",['09d89cdbd4060de9534763ff40e01c71ae41ebc9'],False,"['server.py', 'settings.py', 'server.py']"
6ea83bec5812a989937ba124d393e01d08e3f43e,Add setting to show/hide control end step ratio,['253e8473ea47369c74857e2773b4de83bf4d0e7a'],False,"['settings.py', 'settings.py', 'widget.py']"
6eca31cb5bb50729342620f942cb78439c2f9f5b,Simpler way to handle indices of filtered backends,['7a4e209f267f2c43ce7c61e7e120302150dbdef8'],False,['server.py']
169fb6d7a3ca7254dbe94469b43a0a192da3e8bf,corrects the link to directly point to the download source,['bd6e4f1099079b76fff8227e54f3ca84538e8a86'],False,['resources.py']
717c3080f54f22b648bfc0fe8fc1d0d31eaccf77,#107 Update control scribble test reference image,['6ea83bec5812a989937ba124d393e01d08e3f43e'],False,['test_create_control_image_scribble.png']
10adc828d6f411c279c8cd727fb381b84bdc4cc9,#107 Interface setting control ending step display 'false' by default. Renamed 'end step' to 'ending step'.,['717c3080f54f22b648bfc0fe8fc1d0d31eaccf77'],False,"['settings.py', 'widget.py']"
68c22dc2862ae6ea6078283625290509d9989e75,#107 Hide control ending step setting for mode 'ControlMode.image',['10adc828d6f411c279c8cd727fb381b84bdc4cc9'],False,['widget.py']
09e83ca0606d57e6e880828dce56c060acc4a488,fix: resolve bug with icon color not adapting to themes,['169fb6d7a3ca7254dbe94469b43a0a192da3e8bf'],False,"['control-stencil-dark.svg', 'control-stencil-light.svg']"
bff052880716d4194d52ebc7f20293fe78792037,"Merge pull request #106 from jellydreams/dev

Feature: Controlnet QR Code Monster","['bf0233eb574223a1847cd6f2f662809f1f6a06eb', '09e83ca0606d57e6e880828dce56c060acc4a488']",True,[]
c0d27f38c2892d6f1eae9c862d19f3725855534c,White background and no preprocessor test for stencil CN,['bff052880716d4194d52ebc7f20293fe78792037'],False,"['resources.py', 'model.py', 'test_workflow.py']"
9cb1b1edd1ae44858a0b591651a3fc3cb403d429,"Merge pull request #107 from Danamir/controlnet-end

ControlNet ending step support (and scribble update)","['c0d27f38c2892d6f1eae9c862d19f3725855534c', '68c22dc2862ae6ea6078283625290509d9989e75']",True,[]
b7e780dc2686332037a3120cc0dad76583cae934,This looks familiar...,['9cb1b1edd1ae44858a0b591651a3fc3cb403d429'],False,['test_workflow.py']
a403ce0b0142a27b955e216f626fa9d8aaebbb49,Some guidelines on contributing & requirements.txt for tests,['b7e780dc2686332037a3120cc0dad76583cae934'],False,"['CONTRIBUTING.md', 'requirements.txt']"
a9b067e7f2dfb93baf7374d6c00453d88225bb39,"Cleaner way to deal with index problems.
Using centralized OS/platform detection.
Choose cuda (non-macos) or mps (macos) by default.",['6eca31cb5bb50729342620f942cb78439c2f9f5b'],False,"['settings.py', 'server.py', 'util.py']"
b5796f44fb16d8e941acbd81e91770ead951b85e,"Refactor/fix some issues with prompt text boxes
- use same widgets for generate & live
- abstract away the switch between QLineEdit and QPlaintTextEdit
- fixed negative prompt not updated in the UI when switching documents
- show negative prompt box in live mode if enabled in settings #98",['a403ce0b0142a27b955e216f626fa9d8aaebbb49'],False,['widget.py']
e0d4c6864cc48ca5000ed16060ee2b1d325a2ebe,Improve sampler settings UI layout,['b5796f44fb16d8e941acbd81e91770ead951b85e'],False,['settings.py']
33cc34ac6d1dea9bb46bbaff997440c0a158724b,"Merge pull request #104 from yantoz/main

Support Apple GPU (MPS)","['e0d4c6864cc48ca5000ed16060ee2b1d325a2ebe', 'a9b067e7f2dfb93baf7374d6c00453d88225bb39']",True,[]
e72a54c54d45ef3e747783edd52e2e5e267e6c02,Move compute_batch_size out of util,['33cc34ac6d1dea9bb46bbaff997440c0a158724b'],False,"['util.py', 'workflow.py', 'test_util.py', 'test_workflow.py']"
026f510c1e9cd973085d88cfcac31ec34ec3d751,Development tips; update version,['e72a54c54d45ef3e747783edd52e2e5e267e6c02'],False,"['CONTRIBUTING.md', 'README.md', '__init__.py']"
db43f38d58d352344693a92ba651352c36d8518a,Update readme regarding mac support,['026f510c1e9cd973085d88cfcac31ec34ec3d751'],False,['README.md']
96ab50488920ee9097250fad2e47e76bd71e4f1d,Fix broken inpaint/outpaint when it involves upscale #121,['db43f38d58d352344693a92ba651352c36d8518a'],False,['workflow.py']
6df28421e6d986d0b00fbdaa9cfb82ac5bf07f38,Add default plugin install path for macos,['96ab50488920ee9097250fad2e47e76bd71e4f1d'],False,['README.md']
ceef85533f1b6ae837f5ce0324c750c5c3b4e18b,Allow file layer as control layer #122,['6df28421e6d986d0b00fbdaa9cfb82ac5bf07f38'],False,['document.py']
c62e417879a4528f0fe9a72606738445ec32bdb7,Add some more layer types,['ceef85533f1b6ae837f5ce0324c750c5c3b4e18b'],False,['document.py']
5645eb33820252656470515865d806895a2baa60,"Disable user site directory for python commands
- can cause conflicts if different version of torch is already installed #116",['c62e417879a4528f0fe9a72606738445ec32bdb7'],False,['server.py']
cd01eb814bed1e9a0e43ab91f216e376b30c163d,Fix scenario where server needs an upgrade AND a new required model,['5645eb33820252656470515865d806895a2baa60'],False,['server.py']
9d2b5d8d15b50e7ba8218ec27935453330dca314,Exclude LCM lora from lora list,['cd01eb814bed1e9a0e43ab91f216e376b30c163d'],False,['settings.py']
6f977494d3119bb286b0c8bf42ce80e55fa9eb21,Tests for live/lcm workflows,['9d2b5d8d15b50e7ba8218ec27935453330dca314'],False,"['workflow.py', 'test_workflow.py']"
a4f4d0fa92dd9f0a1cb33469d4eb01acb00e90af,Version 1.8.1,['6f977494d3119bb286b0c8bf42ce80e55fa9eb21'],False,['__init__.py']
9c46cd9094dafd27bf983c995ef14465ffe67d5e,"Support new IPAdapterApply parameters (#140)

* Add new parameters handling 'start_at' and 'end_at' to IPAdapterApply node

* Display control end spinbox for ControlMode.image

* Check IPAdapterApply 'start_at' and 'end_at' parameter, use in apply_ip_adapter only when necessary",['a4f4d0fa92dd9f0a1cb33469d4eb01acb00e90af'],False,"['client.py', 'comfyworkflow.py', 'widget.py', 'workflow.py']"
a2e5b06f85880d060ed18b94be40a1e58e69fdc2,"Replace ""0.0.0.0"" url from ComfyUI with ""127.0.0.1""",['9c46cd9094dafd27bf983c995ef14465ffe67d5e'],False,['client.py']
3a0ea6b40c7f4c0d3146248b17eb6f1d187753d5,Add minimum python version to readme,['a2e5b06f85880d060ed18b94be40a1e58e69fdc2'],False,['README.md']
770d8cee5f8eaa2765a2fd45f3f4faf400b78ab7,"Refuse to upgrade or install into existing directories which exist and are not empty #152
This includes directories with existing Comfy that was not previously installed by the plugin",['3a0ea6b40c7f4c0d3146248b17eb6f1d187753d5'],False,"['__init__.py', 'server.py', 'settings.py', 'server.py']"
fac13cfd6ffbf93679ce9c25b8f6f8fc29d07dd5,Safer upgrades,['770d8cee5f8eaa2765a2fd45f3f4faf400b78ab7'],False,['server.py']
373c59f9bf0e4e2ce9437e5ab17799dedc5a1d4d,"Performance upgrade by using KSamplerAdvanced with fewer steps

Setting for advanced KSampler use

ksampler_advanced method, denoise calculations

Use ksampler_advanced when relevant

Don't use sampler_steps_upscaling with use_advanced_sampler

Don't use advanced sampler method for live mode

Removed unnecessary checkbox

New parameter min_steps for ksampler_advanced

Ensures live mode always uses the predefined steps number even with ksampler_advanced

Using math.floor when rounding start_at_step according to min_steps

Corrected a double argument in inpaint ksampler_advanced call

Remove use_advanced_sampler setting, ksampler_advanced is now used by default

Add the correct steps number to sample_count

Moved the start_at_step calculation to _apply_strength method. min_steps replaced by fixed_steps parameter

Refactor, moved _apply_strength call inside _sampler_params method

Replaced fixed_steps parameter by min_steps in _apply_strength . Set min_step to '1' in normal rendering, and to 'steps' in live mode.

Removed unwanted start_at_step param key when _sampler_params is called by the upscaler",['fac13cfd6ffbf93679ce9c25b8f6f8fc29d07dd5'],False,"['comfyworkflow.py', 'workflow.py', 'test_client.py']"
86493b03b28a455a83512f1ece41adf9fab4a534,"Removed entirely sampler_steps_upscaling style parameter

_sampler_params method parameters update : set default 'strength' to 1.0, replaced 'upscale' by 'advanced'

Removed 'is_upscaling' parameter from get_sampler_config method

Corrected _sampler_params 'advanced' param behaviour",['373c59f9bf0e4e2ce9437e5ab17799dedc5a1d4d'],False,"['style.py', 'cinematic-photo-xl.json', 'cinematic-photo.json', 'digital-artwork-xl.json', 'digital-artwork.json', 'settings.py', 'workflow.py']"
50a2eef62a7de9751316fc92ec3513856da4ae84,Merge pull request #112 from Danamir/ksampler-advanced,"['fac13cfd6ffbf93679ce9c25b8f6f8fc29d07dd5', '86493b03b28a455a83512f1ece41adf9fab4a534']",True,[]
e147c5b03969c5a24a074d89e2ad1d1dc153a020,Added clip skip to generation and settings,['50a2eef62a7de9751316fc92ec3513856da4ae84'],False,"['comfyworkflow.py', 'style.py', 'settings.py', 'workflow.py']"
339b350926bdf949cc6021183453c7e4e136c8db,"UI event refactor: Connection, Model, ModelRegistry, JobQueue, Control layers",['e147c5b03969c5a24a074d89e2ad1d1dc153a020'],False,"['__init__.py', 'connection.py', 'document.py', 'extension.py', 'model.py', 'properties.py', 'root.py', '__init__.py', 'actions.py', 'connection.py', 'server.py', 'settings.py', 'widget.py', 'workflow.py']"
e7b37c226682d2df7464fe749d9ac3dd829adc44,"UI event refactor: Settings, Queue, Control, Upscaling, Live",['339b350926bdf949cc6021183453c7e4e136c8db'],False,"['connection.py', 'extension.py', 'model.py', 'root.py', '__init__.py', 'settings.py', 'theme.py', 'widget.py', 'workflow.py']"
5f60c1f96f003d923a657c9a1818bb5e19052c7d,"Reorganize files and imports:
Split up model.py
Split up widget.py
Clean up module imports
Use explicit signals (bit more boilerplate, but auto-completion and type check support)
UI event refactor: fixes",['e7b37c226682d2df7464fe749d9ac3dd829adc44'],False,"['__init__.py', 'connection.py', 'control.py', 'extension.py', 'jobs.py', 'model.py', 'pose.py', 'properties.py', 'resources.py', 'server.py', 'style.py', '__init__.py', 'actions.py', 'diffusion.py', 'generation.py', 'live.py', 'server.py', 'settings.py', 'upscale.py', 'widget.py', 'workflow.py', 'test_client.py', 'test_image.py', 'test_pose.py', 'test_properties.py', 'test_server.py', 'test_settings.py', 'test_workflow.py']"
4437b99fd00a459b0c20445c2ea6fc43b064be99,"Merge branch 'ui-events'
Hopefully fixes many UI quirks, #85, #114","['e147c5b03969c5a24a074d89e2ad1d1dc153a020', '5f60c1f96f003d923a657c9a1818bb5e19052c7d']",True,[]
44e953af3ab51c2d043ff3020132bd4477ad0937,"Handle IPAdapter unknown inputs (#159)

* Add new parameters handling 'start_at' and 'end_at' to IPAdapterApply node

* Display control end spinbox for ControlMode.image

* Check IPAdapterApply 'start_at' and 'end_at' parameter, use in apply_ip_adapter only when necessary

* Check IPAdapterApply 'unfold_batch' parameter, use in apply_ip_adapter only when necessary

* WIP method to fetch defaults from nodes definition from the client

* New method Client.get_node_optional_values , get input values from node definition

* Add opt_args parameter to apply_ip_adapter method, get args values from node if needed

* Move 'get_node_optional_values' to ComfyWorkflow, alter its 'add' method to check all inputs

* Remove wrong comma

* Using named parameter in apply_ip_adapter inputs values for clarity

* Add new parameters handling 'start_at' and 'end_at' to IPAdapterApply node

* Check IPAdapterApply 'start_at' and 'end_at' parameter, use in apply_ip_adapter only when necessary

* Check IPAdapterApply 'unfold_batch' parameter, use in apply_ip_adapter only when necessary

* WIP method to fetch defaults from nodes definition from the client

* New method Client.get_node_optional_values , get input values from node definition

* Add opt_args parameter to apply_ip_adapter method, get args values from node if needed

* Move 'get_node_optional_values' to ComfyWorkflow, alter its 'add' method to check all inputs

* Remove wrong comma

* Using named parameter in apply_ip_adapter inputs values for clarity",['4437b99fd00a459b0c20445c2ea6fc43b064be99'],False,"['client.py', 'comfyworkflow.py', 'workflow.py']"
b68b920756f5a8988c44cbcc65ad8a6ae448b6bb,Readme: add note about updating,['44e953af3ab51c2d043ff3020132bd4477ad0937'],False,['README.md']
840315761c0bebf5b77562f9d73aaca278637230,Fix layer observer after document is closed,['b68b920756f5a8988c44cbcc65ad8a6ae448b6bb'],False,['document.py']
51fbf1fc01b459ccd6ae6e726ad5a0fb88364f19,Use structured QMenu instead of QComboBox for styles LoRA selector,['840315761c0bebf5b77562f9d73aaca278637230'],False,['settings.py']
fb3374b34aeefae8b7326201e4e89a0bd94c63cb,"Add samplers: DPM++ SDE #155, UniPC BH2 #117",['51fbf1fc01b459ccd6ae6e726ad5a0fb88364f19'],False,"['style.py', 'workflow.py']"
758f5abe1b58794370ec2a5cb6fe8b8250953061,Support selection windows in live mode #71,['fb3374b34aeefae8b7326201e4e89a0bd94c63cb'],False,"['comfyworkflow.py', 'document.py', 'jobs.py', 'model.py', 'workflow.py']"
d931263afbccc55ec359eb45f7bd88584d6cc0d0,Move path split function to util,['758f5abe1b58794370ec2a5cb6fe8b8250953061'],False,"['settings.py', 'util.py']"
b8b43bd923f5d2f886fbe96ef2b134b9316622be,Explicit mask layer and context area for inpaint (experimental) #38,['d931263afbccc55ec359eb45f7bd88584d6cc0d0'],False,"['document.py', 'image.py', 'model.py']"
b1865d1cce125728f805fab9d81730d926264a68,Fix pose extraction with newer versions of comfyui_controlnet_aux #165,['b8b43bd923f5d2f886fbe96ef2b134b9316622be'],False,['pose.py']
28a6a99868ab3e0316b76fc0d703b8c30ac97393,Version 1.9.0,['b1865d1cce125728f805fab9d81730d926264a68'],False,['__init__.py']
e6a843039d259bacb8c472239b47f338f301d0c5,"Use arrow up/arrow down key to adjust attention weight in prompt input box (#171)

* :construction: wip

* :hammer: refactor and add tests

* :construction: Do full CFG/AST of language

* nits

* :bug: Fix single line

* :bug: Restore selection

* handle selection

* fix all issues

* remove square/angle bracket support

* Bind to Ctrl + arrow key

* :fire: Remove added default style

* nits",['28a6a99868ab3e0316b76fc0d703b8c30ac97393'],False,"['attention_edit.py', 'widget.py', 'test_attention_edit.py']"
9c421d84d02c5c28dea249d96f573bc5792c38d5,"Readme: change minimum required krita version , add link to segmentation tools",['e6a843039d259bacb8c472239b47f338f301d0c5'],False,['README.md']
83ea6c21b4dc28fd9bbdae5c1a19e93c0dc33b39,Ignore style files except the ones that ship with the plugin,['9c421d84d02c5c28dea249d96f573bc5792c38d5'],False,['.gitignore']
717e664e242ddb15c69fa70b53c9a1201d95149b,"Add download script for models #113 #165
- copied to the package
- downloads to custom folder
- make custom comfy ui setup easier
- also allows just printing all URL+filename for the current release",['83ea6c21b4dc28fd9bbdae5c1a19e93c0dc33b39'],False,"['.gitignore', '__init__.py', 'client.py', 'resources.py', 'server.py', 'style.py', 'workflow.py', 'requirements.txt', 'docker.py', 'Dockerfile', 'download_models.py', 'package.py']"
0e510a66ac855560968d61f822b149fe8061a7c4,Add minimal download configuration that will allow connection and executing workflows,['717e664e242ddb15c69fa70b53c9a1201d95149b'],False,"['CONTRIBUTING.md', 'download_models.py', 'file_server.py', 'test_server.py']"
e1e3f0b84f881a8abdc21642a27e3f12e05d7446,"Explicitly install wheel, setuptools #160 #185 #187
- on some systems there are errors regarding missing 'bdist_wheel' or 'setuptools'
- bit unclear why, shouldn't they come with pip?",['0e510a66ac855560968d61f822b149fe8061a7c4'],False,['server.py']
3522e1b1ade5423ea561950a99dca972d7649f6e,"Streamline tests for CI (#179):
- reuse server install for client tests
- add option to skip diffusion tests",['e1e3f0b84f881a8abdc21642a27e3f12e05d7446'],False,"['server.py', '__init__.py', 'config.py', 'conftest.py', 'test_client.py', 'test_server.py', 'test_workflow.py']"
cf127d890e1302196a37ea8d4d10597e4719b9df,"CI with GitHub workflows #179:
- support type checks with pyright
- add github workflow for lint/typecheck/test
- configure inclusion/exclusion rules for black
- can now be run from the root dir
- move all downloaded models to one folder for caching
- adds cache to github workflow
- add dependencies for type checking
- fix type check issues with latest PyQt5 module
- fix download_models minimal missing control nets
- ignore windows-only constant in type checks
- move image out of LFS for CI tests it's tiny, and the rest of the images aren't needed at the moment",['3522e1b1ade5423ea561950a99dca972d7649f6e'],False,"['test.yml', '.gitignore', 'CONTRIBUTING.md', 'attention_edit.py', 'client.py', 'image.py', 'network.py', 'server.py', 'generation.py', 'live.py', 'settings.py', 'theme.py', 'widget.py', 'workflow.py', 'pyproject.toml', 'requirements.txt', 'Dockerfile', 'download_models.py', 'file_server.py', 'config.py', 'conftest.py', 'outpaint_context.png', 'outpaint_context.png', 'test_attention_edit.py', 'test_server.py', 'test_settings.py', 'test_workflow.py']"
28aa3648a181cc94426195ef22e17abe1c50bc23,Add default upscaler name to error message,['cf127d890e1302196a37ea8d4d10597e4719b9df'],False,['client.py']
9b0a89b47a4615192da0999c350c5f3662fc378b,"Improve error reporting and recover state when something goes wrong during server start
Changed utf8 decoding to warn & fallback instead of error immediately #191",['28aa3648a181cc94426195ef22e17abe1c50bc23'],False,['server.py']
594a525bf60b759b7ebf3b92972c8a7ac4dfe368,Fix assertion when closing document whie live is active,['9b0a89b47a4615192da0999c350c5f3662fc378b'],False,['model.py']
5aeb57871c15453ca36067bfb9d1ed926d5aee06,Readme: video link indicator,['594a525bf60b759b7ebf3b92972c8a7ac4dfe368'],False,"['README.md', 'screenshot-video-preview.webp']"
032337ca35565957a4b451a2440b7a6513b6e6cf,Extend tests & clean up,['5aeb57871c15453ca36067bfb9d1ed926d5aee06'],False,"['.gitignore', 'connection.py', 'document.py', 'util.py', 'test_image.py', 'test_util.py']"
4bcea66e5b93cc351569d4062d292b4b53efe561,"Parse LoRA from prompt (#198)

* Parse LoRA from prompts, apply additional loras loaded
* Removed debug line
* Add support for negative LoRA strength
* Lint format corrections
* Replacing os.path by pathlib.Path calls
* Use standard Exception, chain lora iterables
* Change signature of load_model_with_lora, add prompt as attribute
* Change signature of _parse_loras, get loras list instead of Client
* New test for _parse_lora method
* Update attention edit to support '<', '>' delimiters
* Test angle brackets attention edit
* Lint corrections",['032337ca35565957a4b451a2440b7a6513b6e6cf'],False,"['attention_edit.py', 'workflow.py', 'test_attention_edit.py', 'test_workflow.py']"
992cdb727b96bfa6dbd1251106d75106e67cb38c,More general image functions,['4bcea66e5b93cc351569d4062d292b4b53efe561'],False,"['client.py', 'image.py']"
5fcc6db3a1d1d9ba0ab13db0b831eac896c0db92,Update server packages to latest versions,['992cdb727b96bfa6dbd1251106d75106e67cb38c'],False,"['__init__.py', 'resources.py']"
0bacc6ad2cb018326a2b902720f621c0680a86ab,"Filter out checkpoints that are not supported: SD2, SSD-1B, SVD, etc.",['5fcc6db3a1d1d9ba0ab13db0b831eac896c0db92'],False,['client.py']
a976b9aa2e37c961a2c18c7bd8a0e791f9438cc2,"Allow individual weights for IP-adapter images
- use IPAdapterEncoder + IPAdapterApplyEncoded",['0bacc6ad2cb018326a2b902720f621c0680a86ab'],False,"['client.py', 'comfyworkflow.py', 'workflow.py']"
fc04e056f9c73d9c09b4b40711f8416a06e3bca1,"Fix visibility and enabled state of ""Add pose"" button #200",['a976b9aa2e37c961a2c18c7bd8a0e791f9438cc2'],False,"['control.py', 'document.py', 'widget.py']"
a4f7b83134c713e13f82433f7b6a6082e905fa7f,Fix preview layer update whenever a job finishes #201,['fc04e056f9c73d9c09b4b40711f8416a06e3bca1'],False,['model.py']
3ac1405f3727df1d176c68d56cfa4dbce588a7a8,Fix history widget layout for large width #210,['a4f7b83134c713e13f82433f7b6a6082e905fa7f'],False,['generation.py']
9172011ee7b1b0936d5f58a6dfde3c8b2ee57055,"Changes to layer insertion/update behavior:
- Always insert preview layer at top
- When selecting a thumbnail to preview, move the layer to the top
- Don't change the active layer when inserting/updating the preview
- Do change the active layer when applying a result
- For generate control layers or live/upscaling: always insert on top and make active (like apply)",['3ac1405f3727df1d176c68d56cfa4dbce588a7a8'],False,"['document.py', 'model.py']"
54f087c51b3294bb29a86ae449557186ac043d4a,Add option to disable auto-preview on canvas #201,['9172011ee7b1b0936d5f58a6dfde3c8b2ee57055'],False,"['model.py', 'settings.py', 'settings.py']"
1b3f00fe2bc6355200f7563a663bb2b0bdb05317,Document the download_models.py script,['54f087c51b3294bb29a86ae449557186ac043d4a'],False,['comfy-requirements.md']
a06a4a7990244d77e2e2fa9689b5498b6c35af93,"Update models and model paths #195
- installer now uses .safetensors version of clip-vision
- use new models/ipadapter path instead of legacy custom node path
- keep backwards compatibility to old models/paths for now
- update docker image to v1.10.0",['1b3f00fe2bc6355200f7563a663bb2b0bdb05317'],False,"['resources.py', 'server.py', 'docker.py', 'Dockerfile', 'extra_model_paths.yaml']"
3d046313d1011a933f71f1189874f7b284f639aa,Move apply button on top of the selected preview thumbnail,['a06a4a7990244d77e2e2fa9689b5498b6c35af93'],False,['generation.py']
c718844917b5212a058dfbed127ce15a7d3a3f4d,Add icon to indicate when generated results have been applied,['3d046313d1011a933f71f1189874f7b284f639aa'],False,"['star.png', 'image.py', 'jobs.py', 'model.py', 'actions.py', 'generation.py', 'test_image.py']"
ac13e208ad741c932060f90b538470c1fae108a4,Fix upscale target resolution mismatch causing broken image,['c718844917b5212a058dfbed127ce15a7d3a3f4d'],False,['model.py']
0c42f5f405ed961a3071d4ac9bf0180d830ae419,Fix layer name not updated in control layer UI #217,['ac13e208ad741c932060f90b538470c1fae108a4'],False,['document.py']
